critic_loss,beta,value_func_loss,entropy,policy_loss,steps,kl,rewards
0.0015000433,1.0,0.0011984715158934176,2.7497191,-0.020655924,21.75,0.005350883,18.19388788862434
0.0004048615,1.0,0.0014606181145138087,2.7424848,-0.020751394,26.5,0.0032342877,18.77782938939088
0.0002897378,1.0,0.0016163544988146317,2.7495046,-0.02472754,22.25,0.0036385101,19.636509228824274
0.0003499857,1.0,0.021414140733297914,2.744624,-0.027743548,31.6,0.005522604,37.96221126198172
0.000330445,1.0,0.0070654759051985115,2.7333245,-0.01570136,25.1,0.003160213,25.34170271141594
0.00043785135,1.0,0.019517877004192875,2.7286282,-0.021465257,38.9,0.0051118955,49.49368824162097
0.00040368663,1.0,0.014739662353338585,2.71634,-0.023659293,36.6,0.003881517,43.743605758827236
0.00042134005,1.0,0.019729720326837126,2.7132816,-0.011080936,44.9,0.0018737735,67.32542017209978
0.00045657472,1.0,0.015755862591986,2.7248273,-0.020005645,50.2,0.0038113229,76.17741364560752
0.00042506715,1.5,0.013536371198258157,2.7312503,-0.02387367,38.0,0.007716406,55.48273064615107
0.00042437398,1.5,0.009663086680330613,2.7243886,-0.017340817,48.25,0.0035141984,77.54764242606868
0.0003988823,1.5,0.011433453923364359,2.726943,-0.013911972,58.15,0.0047052503,96.0631607737898
0.00036231955,1.5,0.009606034184760076,2.7213686,-0.020450898,50.25,0.0035808017,69.06666149111038
0.00037416146,1.5,0.009991898314015365,2.7236602,-0.013174325,62.9,0.0031836086,103.34482060146756
0.00034687412,1.5,0.01351495197086533,2.7261405,-0.014425187,61.8,0.0037241483,99.51823669248832
0.00034882364,1.5,0.015596171421014951,2.7226896,-0.012904882,73.95,0.0029964403,133.63239556894482
0.000344109,1.5,0.022745269784377322,2.7276742,-0.009239063,80.95,0.0033316733,144.14878821374162
0.00034931902,1.5,0.015196639906820443,2.7199275,-0.011772318,90.75,0.0030453752,162.77740381109666
0.00034500967,1.5,0.011923125433713726,2.7100558,-0.010958658,93.6,0.0048027253,168.19847016122768
0.00034459317,1.0,0.01226187240699111,2.6986573,-0.0051232167,97.75,0.0014163413,174.8418718052731
0.00033741473,1.0,0.013045042803486381,2.6957648,-0.010072839,101.35,0.005843386,180.71605328360425
0.00032822584,1.0,0.004723243066886648,2.6933818,-0.010284712,105.5,0.004470031,196.04461181791257
0.00034802651,1.0,0.0017304383603268965,2.6918316,-0.009882237,112.45,0.003798623,206.22692036713016
0.00034413798,1.0,0.003309763407479338,2.6877646,-0.00946875,109.25,0.005146281,200.9764564917905
0.0003525669,1.5,0.001166580468032759,2.6804166,-0.010705006,116.8,0.007135869,214.10228506608973
0.00034066307,1.5,0.007189696980537144,2.6789613,-0.009948735,129.45,0.0020878061,225.38780182191894
0.00033219866,1.5,0.0035548998448966954,2.6871934,-0.014089312,123.0,0.0059762243,232.48142695613078
0.00033585774,2.25,0.004304149941694855,2.6957006,-0.01675288,141.35,0.007179994,258.6541662193748
0.0003370509,2.25,0.009939094551891962,2.6885176,-0.0065999515,151.8,0.0016252706,284.57184451982437
0.00033304348,1.5,0.016969453845394736,2.6856813,-0.005268121,144.55,0.0013086303,261.816056162559
0.00033510715,1.0,0.013005260747144368,2.6873465,-0.007881568,147.1,0.0014405572,276.1478950768002
0.00032793215,1.5,0.012653362702061013,2.6904416,-0.010220476,143.4,0.006272404,268.3098324276102
0.000331774,1.5,0.006138369109001133,2.6935875,-0.007726091,192.15,0.0021368784,346.8513413329052
0.00032352484,1.5,0.018707391956196882,2.6856813,-0.006872446,201.5,0.00169064,333.03552521595867
0.00031469905,1.0,0.002334905901828108,2.677615,-0.0064370576,183.1,0.0012947026,342.4158361578325
0.0003101471,1.0,0.007786565463074901,2.6760585,-0.0065589347,182.8,0.0030546917,333.4714696166626
0.00030891216,1.0,0.008243865636813388,2.6759317,-0.0075414893,226.05,0.0040841233,382.76718932260985
0.0003082273,1.0,0.007862094773069522,2.6731486,-0.009513843,265.95,0.004865324,416.06186016546053
0.00030943024,1.0,0.008476415660836957,2.6664348,-0.010750026,254.7,0.0042551258,410.0103093368036
0.0003168871,1.0,0.016913510541669115,2.6596708,-0.008061092,290.75,0.0030197287,486.9894097062994
0.0003117111,1.0,0.03175297769449045,2.6582532,-0.005641353,392.1,0.0026407982,574.7058865716988
0.0003023396,1.0,0.02532551728915261,2.6586666,-0.008402058,405.35,0.0048213634,647.5954486135597
0.00030057604,1.0,0.047942505663264266,2.6534483,-0.009669704,361.5,0.004295787,559.7490911576039
0.000285684,1.0,0.032830520389504556,2.6475122,-0.0069046607,295.8,0.0016733499,484.6680179926366
0.000290345,1.0,0.03277767033883035,2.6435885,-0.005658189,429.1,0.0015686691,696.3578686550854
0.00028347588,1.0,0.023784026887053198,2.6364384,-0.0060427496,359.15,0.003984017,630.867958948763
0.00027880582,1.0,0.05428106808368013,2.6302006,-0.00698518,353.75,0.003305661,613.5089110493321
0.0002810789,1.0,0.036181262131495515,2.6302705,-0.0069635194,379.7,0.0022592375,687.2259115017307
0.00027273435,1.0,0.05478402034512582,2.6305997,-0.007130232,419.45,0.00202198,737.4200884717267
0.00026678757,1.0,0.0414123212074979,2.6266155,-0.005873789,396.45,0.0019900824,674.7146631691934
0.0002691067,1.0,0.03298278478473946,2.6265407,-0.008859638,395.8,0.0035963403,749.0833294915017
0.00027391006,1.0,0.05363152832519554,2.6251855,-0.0078409705,294.25,0.001976843,558.2349719915053
0.00028208725,1.0,0.056333065887745795,2.6258874,-0.0074939104,387.6,0.0017520417,729.9891002740899
0.000275141,1.0,0.057690760916387154,2.6253018,-0.0058503766,524.6,0.0036468913,966.7064918513436
0.00027814583,1.0,0.051232547665862604,2.624744,-0.006793269,397.1,0.0015237854,789.689247816524
0.00027705714,1.0,0.05435181124702964,2.6191761,-0.005342908,474.0,0.0019286193,882.3097901533041
0.00026779991,1.0,0.06384417464198683,2.6174648,-0.0070384983,455.7,0.0016974305,872.8749619658607
0.00026922685,1.0,0.06823463380656809,2.6154718,-0.004886323,586.75,0.0023698695,1137.251328601123
0.00027157762,1.0,0.08223595296757795,2.6114154,-0.004889218,445.7,0.0017752359,913.9720434471586
0.00027727004,1.0,0.04895124637253905,2.6048808,-0.0048543816,556.65,0.0035456493,1132.146884439816
0.0002765638,1.0,0.07864931329643014,2.6044784,-0.004216724,625.55,0.0015993349,1207.1532147566672
0.0002668368,1.0,0.048783483596483566,2.608088,-0.00320088,653.8,0.0022677034,1307.0440809733282
0.00026882687,1.0,0.07910884058258408,2.6033797,-0.0056992155,461.75,0.0016974353,967.3687307922764
0.0002667319,1.0,0.0985725592806361,2.5955179,-0.005692614,381.25,0.0019284948,834.7826062575962
0.0002695742,1.0,0.06711183809581683,2.5922709,-0.0044001173,626.2,0.0023293374,1290.4617467924454
0.00026494823,1.0,0.08142464898828883,2.5935514,-0.0050648744,504.45,0.0019244639,1076.748190699636
0.0002610983,1.0,0.07082290238589023,2.5922751,-0.004077063,573.65,0.002864681,1228.9713553201173
0.00025254767,1.0,0.07515180597471155,2.585936,-0.003424403,536.15,0.001796894,1187.783677512767
0.00025379067,1.0,0.06376911025464735,2.5806713,-0.0048003667,418.5,0.0022246507,934.0143051893323
0.0002567406,1.0,0.07746234937467066,2.577033,-0.0042797527,493.75,0.002079847,1172.2108460073753
0.000253264,1.0,0.06393079575550537,2.5788295,-0.0056749834,460.0,0.0021884143,1039.6354691027962
0.00026854977,1.0,0.06645666192482692,2.5764875,-0.004054171,579.6,0.0018060907,1292.2848219101656
0.0002649514,1.0,0.05882210456009096,2.5771132,-0.0036882276,643.65,0.0022481799,1454.9909078998833
0.00026133572,1.0,0.08696426262936723,2.5769486,-0.0046904287,584.0,0.00218241,1337.8892294964705
0.00026003178,1.0,0.07899778404379384,2.5777617,-0.0044071088,476.55,0.0020559137,1171.2892905996518
0.0002564595,1.0,0.059850952885286725,2.5732887,-0.0048287706,555.8,0.0026770942,1340.2227133689582
0.00026333882,1.0,0.08256710501038048,2.5673707,-0.0025639879,566.6,0.0017626998,1364.3936431783288
0.00025797257,1.0,0.06581384399106374,2.5616117,-0.0031720037,640.9,0.0015921736,1565.607981260781
0.0002498046,0.6666666666666666,0.09221985520130238,2.5580702,-0.0020372919,567.55,0.001138188,1426.3046533954598
0.00024783172,0.6666666666666666,0.06785628715785702,2.5555854,-0.0035829886,584.55,0.0025913306,1465.6091371886957
0.0002380242,0.6666666666666666,0.061800891945326536,2.554802,-0.0041812854,599.4,0.0038473054,1535.6047414777127
0.00022840433,0.6666666666666666,0.04790964177182337,2.555274,-0.0026938082,748.1,0.002925038,1949.359300867864
0.0002318233,0.6666666666666666,0.06115192374065927,2.5554204,-0.0037445943,597.2,0.003878315,1568.2205354613495
0.00022732605,0.6666666666666666,0.08998161270331795,2.557099,-0.0055602696,562.2,0.0057005486,1531.6973422693736
0.00023009218,0.6666666666666666,0.0930667260168284,2.5626917,-0.004687666,668.15,0.0038626066,1820.2300377618735
0.0002265959,0.6666666666666666,0.04073370458077086,2.5632217,-0.0039034614,623.0,0.004924439,1792.494100790831
0.00022993014,0.6666666666666666,0.06530138770533392,2.5569012,-0.0034057559,594.8,0.0028506184,1704.5870610237537
0.00022770296,0.6666666666666666,0.0964346755405566,2.5525188,-0.0056374115,619.2,0.004795151,1823.8884423763634
0.00022766255,1.0,0.06398974162993239,2.5524335,-0.008225041,577.7,0.0068259137,1781.9978896373061
0.00023473988,1.0,0.052727549228731484,2.5533423,-0.001915567,701.6,0.0016407082,2104.9964850224505
0.00024119888,1.0,0.0728133975017041,2.5527308,-0.0036366633,594.45,0.003334312,1792.1439088036454
0.00024253291,1.0,0.04329235805359159,2.5505261,-0.0037113884,709.75,0.002655422,2152.21226486357
0.0002494925,1.0,0.08972960708314391,2.5417418,-0.0016279356,695.65,0.0016027513,2178.144037173565
0.00025065057,1.0,0.07767589185686659,2.5367532,-0.002798866,721.4,0.0016937237,2267.6218215744047
