steps,rewards,critic_loss,policy_ppo_loss,policy_ddpg_loss,kl,entropy,value_func_loss,beta
202.05,441.66695604923126,0.00012552913,-0.008089649,0.0009309853,0.003413196,2.6646006,0.028129350363595144,1.5
197.4,454.95539784083246,0.00012210566,-0.008214006,0.00067869056,0.004884769,2.6551101,0.024914325141272554,1.5
202.2,483.44999955474276,0.00012267716,-0.0064930897,0.00091315433,0.0018030381,2.6458669,0.03795890756661502,1.5
203.05,495.49645171881986,0.00012090337,-0.007659024,0.0004827862,0.0034037894,2.6435122,0.04089375307251585,1.5
208.15,500.2447798537134,0.0001206835,-0.00560217,0.0012588615,0.0016939597,2.6335936,0.02277940472468117,1.5
214.55,514.3471544600692,0.00012099535,-0.0064533856,0.0011418664,0.0022235154,2.6293936,0.02932310741672169,1.5
239.4,587.7411079535216,0.000117918564,-0.0055262484,0.0008444323,0.0025094282,2.628353,0.05615905770068934,1.5
226.75,569.6052697846733,0.00012153825,-0.006359403,0.0007467631,0.0027609367,2.6243253,0.07143564677273208,1.5
223.45,564.6468862932285,0.00012012758,-0.0058812127,0.0003185572,0.003100309,2.6252007,0.06762733752924516,1.5
242.65,626.810275738643,0.00011950347,-0.008533902,0.0005176522,0.0037672222,2.6269212,0.05136443765683652,1.5
232.6,592.465503492794,0.00011746165,-0.006064708,0.0005841901,0.0034910531,2.6307821,0.057821521705938406,1.5
266.0,663.7349148366418,0.00011611442,-0.0032408142,0.0008232565,0.0012456478,2.6205091,0.0509097769137252,1.0
265.6,676.9359456789729,0.00011724889,-0.006875449,0.00063199154,0.003833378,2.6096458,0.05593447079225249,1.0
315.3,793.0305925373584,0.00011486408,-0.003574287,-0.00027756311,0.0026497077,2.5997996,0.09621567160436587,1.0
270.65,678.962227710831,0.00011567384,-0.005234785,0.0008150791,0.002807748,2.5946796,0.06379676524095271,1.0
