critic_loss,entropy,steps,value_func_loss,kl,beta,policy_loss,rewards
0.00037509587,2.7609162,25.95,0.001246616796477045,0.0057547465,1.0,-0.028008614,22.849826242831124
0.00020716933,2.7595463,32.85,0.010510315822894788,0.00675508,1.5,-0.02093009,34.13975557888682
0.00018267325,2.7636728,32.45,0.021999720402730804,0.009809648,2.25,-0.028904254,37.642785986533134
0.00019460767,2.7646937,42.95,0.015188380315043326,0.0022540872,2.25,-0.012691556,59.6348972753809
0.00017275017,2.758205,58.2,0.022366402347501903,0.0014989737,1.5,-0.0062096603,84.40936400509847
