rewards,entropy,critic_loss,policy_loss,kl,steps,beta,value_func_loss
308.98885059168754,2.6679707,0.0004188766,-0.0070592044,0.0025614356,134.8,1.5,0.004130252757064569
312.86119897453943,2.666233,0.00042728617,-0.005091329,0.0032043168,135.5,1.5,0.0011998719054162577
314.34385254601824,2.6602018,0.00042144462,-0.0037849622,0.0030437696,135.55,1.5,0.0014065142538157132
312.7185261491398,2.648548,0.00040879758,-0.00653964,0.0038162316,133.75,1.5,0.0009186919114471335
315.3461676854869,2.6402888,0.00039377218,-0.005088307,0.003365189,133.95,1.5,0.0016250389464591045
312.9465064070083,2.6317048,0.0003947438,-0.0042474107,0.004844207,135.0,1.5,0.010733570883287693
313.94474663432413,2.625801,0.0004025811,-0.009316914,0.0054138587,132.0,1.5,0.001494065012413453
319.1567395532875,2.626429,0.0003982423,-0.0058092424,0.0034443843,133.45,1.5,0.0007397769550350341
322.21580678456894,2.6243238,0.00039097492,-0.0030762258,0.0026460632,133.75,1.5,0.001494911942477053
320.3211562755522,2.6136236,0.00038670312,-0.005010323,0.0025968635,134.15,1.5,0.0009123243583044838
329.39393241503694,2.6091213,0.00037896933,-0.007167442,0.0034616336,135.05,1.5,0.000990401178985188
328.87578449169024,2.604607,0.00036828968,-0.008963564,0.005554176,131.9,1.5,0.001121576686976517
330.7630013739702,2.599914,0.00036824486,-0.0072559738,0.004339429,132.9,1.5,0.0006792019881551095
333.2735156814807,2.593214,0.00035668857,-0.0081250025,0.0053865635,131.95,1.5,0.0012576045186773626
340.6996705982444,2.5927024,0.00035960844,-0.006890917,0.0042036595,132.9,1.5,0.0016320585641492738
350.94845824368406,2.5866294,0.00036458287,-0.00523228,0.0046384144,135.35,1.5,0.0033769969936923785
355.90037582364056,2.579482,0.00035232332,-0.006372927,0.0043871887,134.55,1.5,0.001561834414201374
366.7133241610086,2.5763433,0.00034899823,-0.008015924,0.005752416,136.55,1.5,0.0021510488972364245
363.73179436355247,2.5733604,0.00034470693,-0.0061584953,0.005250385,135.6,1.5,0.008714300454353759
367.66441301791986,2.5649853,0.00034331143,-0.008562917,0.004939628,134.35,1.5,0.007906191731165396
380.3043730808883,2.5520618,0.00034701388,-0.0070178285,0.0049904278,136.65,1.5,0.002285075443797194
380.0114840769894,2.5484438,0.00033490823,-0.006540753,0.006144977,136.75,2.25,0.001387933329953471
386.25638085174126,2.552161,0.00033186367,-0.0034605344,0.0027208193,138.3,2.25,0.0011724589128582002
392.23655559114417,2.5461533,0.00032304673,-0.0045948387,0.003055318,138.8,2.25,0.0015775448193773851
382.732190607346,2.542098,0.00031547062,0.0010440736,0.0020522326,136.65,2.25,0.01957399808471579
393.66313247768346,2.545669,0.00032225644,-0.000859051,0.0017205656,139.95,2.25,0.0023126288959788638
391.81079623996004,2.5433388,0.00032442543,-0.0035549798,0.0018986928,139.65,2.25,0.0009237777213620093
405.44848801053695,2.5451539,0.00031839544,-0.002762667,0.0016365765,142.35,2.25,0.000913779974900283
401.82203970917345,2.548974,0.00031614868,-0.0029384946,0.0021100992,141.15,2.25,0.0005166337074145429
398.3278835754912,2.537577,0.00030418532,-0.0014741654,0.0023992693,140.45,2.25,0.0007717572374097455
407.7819402034402,2.527717,0.0003055324,-0.0055114455,0.0024966807,142.05,2.25,0.000783988830811444
411.1731162294369,2.526875,0.00030011075,-0.0032331916,0.0023992374,142.8,2.25,0.0002907026764921126
409.2514033222745,2.520658,0.00030035217,-0.0023148982,0.0027829844,142.35,2.25,0.0007946176146378635
413.7429803815159,2.5056825,0.00031045807,-0.00436194,0.0023330634,143.7,2.25,0.0002717030721220488
416.19631127006915,2.498873,0.00030939496,-0.0019693142,0.0015820751,144.35,2.25,0.0003331124477530326
414.0027061112977,2.5005178,0.0003152811,-0.0052339686,0.0034509695,143.35,2.25,0.0004250752864834474
416.0708771999007,2.4954014,0.00031081316,-0.0033348855,0.0014446566,144.25,1.5,0.0003657297726044708
416.15606935617905,2.4977314,0.00030733185,-0.0023984024,0.0023704378,143.55,1.5,0.0003808421626762371
420.29532281939265,2.493616,0.00030061378,-0.0059577734,0.0032972135,145.45,1.5,0.0001868147526636385
417.1023596485469,2.4884663,0.0003034665,-0.010136848,0.0059387144,143.9,1.5,0.00023277095431390333
421.4197003139987,2.4886842,0.00030373567,-0.01026047,0.0053448686,145.75,1.5,0.00041713189783747966
422.97731752708205,2.480571,0.00031009334,-0.008835683,0.004700088,146.7,1.5,0.0005061468099779676
426.23388599619847,2.4683008,0.0003092626,-0.0037482707,0.0026177687,147.0,1.5,0.0002907361936086686
426.17581127208433,2.461591,0.0002975132,-0.0069234474,0.0049128057,147.55,1.5,0.00034756374691842664
412.4542631411634,2.4604855,0.00030114263,-0.0014175277,0.004413619,143.15,1.5,0.024662702931971796
428.81612237485405,2.457386,0.00029644923,-0.0036703534,0.0024238015,148.25,1.5,0.00048713554110711097
431.6952428518645,2.448544,0.0002956978,-0.010731606,0.005761809,148.75,1.5,0.00023507838740094718
432.92357069713745,2.4534101,0.00029955717,-0.006112861,0.005557823,148.8,1.5,0.00020382550410319892
433.51892917121495,2.4466019,0.00030780278,-0.007927014,0.0053385147,149.0,1.5,0.0003193449330600267
441.9733364881542,2.4387927,0.00029994326,-0.012701028,0.007483006,150.7,2.25,0.0015401617856553428
445.2439558867389,2.437757,0.00029585647,-0.004789532,0.0022466406,152.25,2.25,0.0014539405656627054
429.46553966803305,2.431263,0.00029499593,-0.004852454,0.0019217384,148.1,2.25,0.020858565962684848
448.9680277673742,2.4184752,0.00029127262,-0.006358673,0.0017903137,153.55,2.25,0.0027255269776800014
449.2917744926672,2.408712,0.00030095148,-0.008649762,0.0025069758,154.2,2.25,0.0008278771005416143
459.7607277727411,2.4157596,0.00030586138,-0.010056237,0.0032937657,156.2,2.25,0.003779357476541896
467.4936153947422,2.4106503,0.00029467282,-0.0070578707,0.0027673251,158.05,2.25,0.0036352114567149473
464.77090792649915,2.405025,0.00029914652,-0.009979531,0.0028144761,157.9,2.25,0.0022495348773134086
498.98317283453355,2.4095893,0.00030272963,-0.007932302,0.0033016643,165.9,2.25,0.0099188031012993
489.82501634223644,2.4090772,0.0002972817,-0.0024807905,0.0022145628,163.7,2.25,0.0391074759297035
547.6147896646289,2.410994,0.00030006835,-0.01024131,0.0034705498,177.7,2.25,0.01559186436329648
545.1066934840729,2.411477,0.00029803521,-0.005794375,0.0030104776,177.75,2.25,0.010538565214686577
579.9098238328305,2.4107277,0.0002976612,-0.0051564425,0.0026247583,186.9,2.25,0.016157761223266127
600.0755251786402,2.420475,0.00029915854,-0.0026406867,0.0023255853,194.8,2.25,0.0076789323299104074
552.0643977017019,2.42773,0.00029554602,-0.00030261558,0.0024080935,182.5,2.25,0.09440082918964228
627.5938921510326,2.4307203,0.0002933623,-0.0035793283,0.0019960993,202.2,2.25,0.01147970905582387
632.711453681228,2.4311461,0.00029750614,0.00026414823,0.0014431762,205.3,1.5,0.02201063354030475
624.1590694427889,2.424776,0.00029336408,-0.006140569,0.0033555902,200.9,1.5,0.010922075299706896
609.979616092286,2.413186,0.00030774294,-0.0027975822,0.0027848948,196.75,1.5,0.030233474616557173
