rewards,entropy,critic_loss,policy_loss,kl,steps,beta,value_func_loss
25.825444327330324,2.7636786,0.0016431947,-0.025504874,0.0053356895,27.05,1.0,0.003711318483775316
41.13840910625315,2.7627773,0.00055721827,-0.03276374,0.0063223406,39.55,1.5,0.010463434334518086
30.615908790058313,2.7707233,0.00039129838,-0.025248287,0.0077340007,29.35,2.25,0.008415176589964213
59.08046923327098,2.771922,0.0003660527,-0.015290913,0.0029296873,43.65,2.25,0.021119679039287458
73.10107931836312,2.7709212,0.00036773877,-0.009706206,0.0015042856,49.3,2.25,0.02645528940608753
101.25594242729481,2.7698803,0.0003744092,-0.0062997285,0.0017367936,60.15,2.25,0.02229665986147298
80.13893061535211,2.770853,0.00035560672,-0.009797055,0.0017952463,55.5,2.25,0.024204467716560377
93.87889957877415,2.7674952,0.00034933188,-0.00852069,0.0016798268,56.4,2.25,0.014487363616293826
111.87052585433605,2.7658281,0.0003854739,-0.0072144694,0.002248792,63.3,2.25,0.015067064023532665
102.85041885040332,2.7646718,0.00038007085,-0.0061417692,0.0018634386,60.55,2.25,0.02489718518191242
128.9166011766144,2.7607107,0.00039714007,-0.012621584,0.0044725966,71.55,2.25,0.021067196490281107
140.17931072083698,2.7570672,0.000399832,-0.0025087735,0.0015847669,74.15,2.25,0.025275907096845587
174.17256581176412,2.7519634,0.0004501497,-0.004890615,0.001805667,85.75,2.25,0.023982098459483528
174.94713996145703,2.7528958,0.0004582743,-0.0046716547,0.0015990884,87.4,2.25,0.020732783443881
166.0377392397649,2.7428384,0.00046661665,-0.0061650523,0.002433866,80.35,2.25,0.022763845772341647
163.31509886854937,2.7263126,0.00048333086,-0.004172805,0.0022653986,80.2,2.25,0.022410928042212407
199.3817160686267,2.7239258,0.00051590585,-0.0035330239,0.0022196267,93.7,2.25,0.010516870277928197
170.29530124725912,2.7169366,0.000516191,-0.0008761957,0.0019096325,81.3,2.25,0.025325350456472075
193.06640064813067,2.7165174,0.0005224659,-0.001013889,0.0014294988,90.6,1.5,0.015026959056506434
198.9472090306516,2.7202768,0.000541774,-0.005889204,0.005168347,90.75,1.5,0.011097827521342835
213.48744558658154,2.7165563,0.0005372034,-0.009638724,0.0044151233,98.45,1.5,0.006373023981309058
224.21327002122598,2.7122288,0.0005596528,-0.008237484,0.0041448274,101.8,1.5,0.0024312307012162525
214.65016653285056,2.7022033,0.00053159497,-0.007632406,0.0059105637,98.45,1.5,0.010205928917378152
230.33266273714872,2.6982179,0.0005467811,-0.008041147,0.0034968348,104.85,1.5,0.0020065230505148103
243.4027397233412,2.6995974,0.0005336761,-0.007787365,0.004819745,110.55,1.5,0.00339477774185138
249.4076454985082,2.6993785,0.00053774286,-0.010522351,0.004178908,113.45,1.5,0.005316650361460217
262.79080096730763,2.6952186,0.000523912,-0.007961227,0.004291502,120.2,1.5,0.006084734843952515
278.5917978823898,2.6946516,0.0005096632,-0.010802042,0.0056120725,126.1,1.5,0.007218022803169303
282.0151510160698,2.693684,0.00048421466,-0.00950153,0.005716336,123.75,1.5,0.005172808329580996
292.34501259861383,2.6871085,0.00046695935,-0.010258219,0.005379603,128.55,1.5,0.0026494841399284518
294.7437605722338,2.6778076,0.00044775542,-0.0048873983,0.003016978,132.1,1.5,0.005169698208100506
290.52233492560333,2.6722672,0.00042121636,0.00036129728,0.0021949557,128.9,1.5,0.010319065400413528
