rewards,policy_ddpg_loss,steps,beta,policy_ppo_loss,entropy,kl,critic_loss,value_func_loss
3123.9709380091854,0.0034315037,945.3,1.0,-0.0067086853,1.9733775,0.0026778765,2.7277161e-05,0.004041413608982193
3242.30637315123,0.0039874082,970.25,0.6666666666666666,-0.0055714296,1.9705949,0.0013313242,2.6282496e-05,0.003656826554130403
3017.75929672633,0.0033650873,900.3,0.6666666666666666,-0.0065032123,1.962318,0.003676486,2.4180754e-05,0.011035486514386291
3116.364522464299,0.0035494273,930.05,0.6666666666666666,-0.006739005,1.9544909,0.0035981408,2.5708827e-05,0.008290686612671171
3067.763934958747,0.0033438054,918.15,0.6666666666666666,-0.0069326833,1.9506047,0.0039438694,2.4834317e-05,0.009976595264446029
3161.9987095594734,0.0033133873,951.55,0.6666666666666666,-0.008713899,1.9450126,0.005166999,2.3526623e-05,0.009044111991685654
3053.9111418989146,0.0033376846,905.05,0.6666666666666666,-0.00637204,1.9329095,0.0039589945,2.3216387e-05,0.00959602092335165
3145.5307613650602,0.0035722014,940.55,0.6666666666666666,-0.007265715,1.9318614,0.00461551,2.3666425e-05,0.006246750205125589
3254.9831441948363,0.0040641204,978.95,0.6666666666666666,-0.0075828275,1.9300842,0.004517527,2.1716232e-05,0.004564476182802462
2904.698123567346,0.0032070691,862.0,0.6666666666666666,-0.00750098,1.9263911,0.00517636,2.235135e-05,0.016578386852348782
3179.8600981405907,0.0042079254,951.6,1.0,-0.00870496,1.9258447,0.006321682,2.165363e-05,0.009482239726404391
3147.357999536097,0.0036729681,938.15,1.0,-0.0057975235,1.9276233,0.0018421147,2.1222493e-05,0.0065639937587735585
3204.833783010453,0.004120887,960.25,1.0,-0.006317026,1.9196672,0.0019574696,2.1231059e-05,0.008286556369249357
3193.551499885664,0.0039178724,954.95,1.0,-0.005869247,1.9112902,0.002107002,2.089654e-05,0.006438422431052157
3218.736124982103,0.0037432807,958.75,1.0,-0.006289879,1.8977435,0.0023095403,2.010722e-05,0.004930629928492301
3161.321804290102,0.0033387693,935.1,1.0,-0.006335983,1.8843637,0.0030407195,2.065388e-05,0.011317334330225153
3293.9223342172454,0.0039075287,988.05,1.0,-0.0070446236,1.8742104,0.0030084637,2.0376316e-05,0.002643195396323956
3321.8219415741623,0.0039926562,988.2,1.0,-0.008523958,1.8786187,0.004164916,1.973801e-05,0.002560007049678077
2952.8529663690115,0.0035073606,867.55,1.0,-0.0062287245,1.8725934,0.0029128317,2.0199364e-05,0.019969121558186476
2832.600240887342,0.0035330977,835.15,1.0,-0.0074226023,1.8736525,0.003577842,1.9714846e-05,0.01679562160726569
3180.765107323268,0.0039023953,936.55,1.0,-0.0070045646,1.8772483,0.0022852996,2.0458589e-05,0.008547593511824108
3289.5316695893744,0.0034724385,977.05,1.0,-0.0058554974,1.8839293,0.0022442979,2.1018917e-05,0.006049938268334201
3101.499690561053,0.0034853853,924.4,1.0,-0.006218442,1.8805928,0.0019668578,2.0060736e-05,0.006290231896886672
3288.687595718232,0.0037395328,970.0,1.0,-0.006221704,1.8735466,0.0017423173,2.1403423e-05,0.006784507893616297
3105.205597413006,0.0034198277,919.5,1.0,-0.0058547556,1.8647413,0.0022344664,2.083494e-05,0.011125978512605673
3196.534288200284,0.004188584,952.85,1.0,-0.0065331897,1.8674982,0.0024305151,2.0304642e-05,0.006636740387371827
3125.2999738257436,0.0039311666,929.5,1.0,-0.0077088,1.8612139,0.0030610552,2.2068984e-05,0.005678574386299157
3290.957422141861,0.0031212836,974.2,1.0,-0.0058725076,1.853992,0.0025379779,2.161661e-05,0.005260298859944564
3231.5025229931052,0.0030750015,946.35,1.0,-0.0059926226,1.8538134,0.0024461742,2.0828586e-05,0.00851573694096961
3038.7221604631595,0.0033694399,899.4,1.0,-0.0062800115,1.8383455,0.0023259448,2.2481661e-05,0.015632060478908912
3268.487970900961,0.003817093,966.8,1.0,-0.0060653808,1.8285046,0.0020738302,2.2635142e-05,0.004441233184646876
3338.0854814701497,0.0036620267,982.95,1.0,-0.0064985235,1.8252838,0.0027250624,2.1813312e-05,0.00293911942004824
3261.1788204417467,0.0032757046,959.55,1.0,-0.0049752407,1.8307526,0.002658489,2.1703794e-05,0.007018257898107275
3115.45124705371,0.0032499284,922.05,1.0,-0.006072238,1.8329976,0.0020585333,2.278145e-05,0.010422889701147665
3201.0442814445705,0.0037275432,946.7,1.0,-0.0081178155,1.8247614,0.004106484,2.279206e-05,0.005957230045566882
3078.390397586536,0.0032066116,900.45,1.0,-0.0074652974,1.8126557,0.0032590718,2.3304947e-05,0.012691797228786232
3329.8876010764316,0.003474246,980.15,1.0,-0.0059293266,1.8082817,0.0024107352,2.3295119e-05,0.002546845463894902
3218.9026005887335,0.0029502376,942.7,1.0,-0.00600838,1.8015857,0.0033475,2.2964858e-05,0.006409048203333975
3217.5529891347855,0.0037818458,953.25,1.0,-0.0069841286,1.788593,0.002940951,2.4115778e-05,0.004593350229146092
3359.6710491713943,0.003914258,994.05,1.0,-0.009752151,1.787138,0.0057812775,2.4439396e-05,0.0018046060889448548
3258.668540586983,0.0032183172,950.4,1.0,-0.006426187,1.7860751,0.0033954403,2.4191744e-05,0.0057863014608108545
3140.9626841303448,0.0037026796,920.25,1.0,-0.0069671557,1.7728326,0.0035908506,2.5076157e-05,0.008134422102141103
3335.0728646917387,0.004204231,986.75,1.0,-0.0065369275,1.7699308,0.0028416677,2.4726261e-05,0.003773611419047662
3117.459862272053,0.0032320537,915.25,1.0,-0.0057566566,1.7665896,0.0029274777,2.4358005e-05,0.010504332315988437
3309.0512966403635,0.0038104858,978.25,1.0,-0.006751924,1.7660203,0.0023537886,2.5926269e-05,0.003522931836326487
3323.735995045519,0.0037545692,978.2,1.0,-0.0063996613,1.76528,0.0017966199,2.5919027e-05,0.004448536335964443
3161.540833464847,0.0029263624,929.3,1.0,-0.0048581385,1.762661,0.0018322765,2.5340329e-05,0.011754771908249872
3355.53806543472,0.004069072,985.65,1.0,-0.0068538096,1.7597208,0.0023105107,2.5866666e-05,0.0029248089463525732
3328.4256060196944,0.0032146885,980.85,1.0,-0.0061706416,1.7513835,0.0031418467,2.4829396e-05,0.0034821702960874286
3103.5849886063534,0.0028094577,904.0,1.0,-0.0053975703,1.7507031,0.0020934201,2.6147254e-05,0.010078948839055411
3231.3050206006214,0.0035375217,951.05,1.0,-0.006641007,1.7442749,0.0024511777,2.6085645e-05,0.006146236921690288
3329.978684268289,0.004072934,980.15,1.0,-0.0054013617,1.7436457,0.0021092051,2.7001308e-05,0.0024958000650734113
3278.6583387794904,0.003758231,964.2,1.0,-0.0050524794,1.7399836,0.0016407798,2.7292946e-05,0.00471987371824112
