value_func_loss,beta,rewards,steps,policy_loss,entropy,kl
0.0013513423759839481,1.0,14.160384325629911,18.5,-0.026537959,2.7592413,0.002153254
0.0009348111340450956,1.0,13.663860589792796,19.85,-0.017280158,2.7511547,0.0019692762
0.01332838089457996,1.0,24.71778392935369,25.6,-0.018560892,2.7395415,0.0027687717
0.0017943109742319977,1.5,20.21527628064971,24.35,-0.03187289,2.730842,0.0060954876
0.012120856702315653,1.5,32.42250138907611,30.7,-0.01710085,2.719276,0.0036769186
0.025697810272194196,1.5,39.22409079972941,31.4,-0.0157233,2.7082927,0.00369117
0.019215242069083795,1.5,43.46878352392074,35.15,-0.015452715,2.705463,0.002343892
0.01129893148138772,1.5,38.23659412439247,32.0,-0.015398338,2.7090616,0.004821135
0.012730962513341566,1.5,50.440877602881976,40.45,-0.012969742,2.6983352,0.0018437379
0.014661792569974526,1.5,71.29907271740288,48.45,-0.011086084,2.6861136,0.0018430589
0.012553104099166702,1.5,94.75136222622616,57.1,-0.009751014,2.678578,0.0019987966
0.008142541243895811,1.5,84.34989334875361,52.25,-0.012509204,2.6741092,0.0019113747
0.020126516273704105,1.5,126.82123418541755,72.1,-0.013390277,2.6742911,0.003484064
0.02388564653154977,1.5,104.16636987190176,60.7,-0.017221803,2.6822205,0.005275164
0.02358858375007714,1.5,130.73269121494872,75.05,-0.014482079,2.6827073,0.004156622
0.027330986858535716,1.5,136.9024575205304,78.25,-0.013506351,2.6802063,0.0031740924
0.022259914102674482,1.5,156.5202260944922,87.7,-0.009754741,2.6812484,0.0029580835
0.011673668309961683,1.5,184.60583680047856,102.45,-0.009865744,2.6796057,0.0023000722
0.009978261279674955,1.5,187.03971884189144,103.95,-0.012210451,2.6887424,0.0032401273
0.001568126314966293,1.5,202.5051287545329,108.0,-0.009848826,2.697247,0.00293814
0.004940222724755241,1.0,206.877976078128,115.35,-0.007052844,2.7000825,0.0011627099
0.0012987882171835287,1.0,217.04838595193397,119.5,-0.010888785,2.704521,0.0045183836
0.0011700328699394025,1.0,218.0673837473435,120.1,-0.008269535,2.711513,0.005319889
0.009232118910048048,1.0,216.0761360220335,128.05,-0.0099810185,2.7074509,0.0033039527
0.0025188587717757237,1.0,223.5632246631507,122.65,-0.0069036884,2.7034183,0.001913488
0.0011349054827131967,1.0,222.64438194382873,122.6,-0.010656581,2.7084882,0.005823332
0.0010580532738243369,1.0,230.8756613628566,126.3,-0.010226538,2.71409,0.005823638
0.002601524009227805,1.0,261.0244502548949,149.35,-0.009813087,2.7151365,0.0041394113
0.02385683242501611,1.0,268.19210075817244,176.85,-0.00847202,2.7182708,0.0019442067
0.01668233272063692,1.5,303.0944373112414,204.8,-0.0123808,2.7166762,0.006819823
0.0030630122758170497,1.5,271.5896554403264,154.75,-0.006016256,2.7090344,0.0021839635
0.004765777505015873,1.5,276.1742757342983,154.2,-0.008655336,2.714917,0.0026855697
0.006623818903702852,1.5,318.93691721548174,198.5,-0.010715985,2.720342,0.003924373
0.006145365396774939,1.5,310.1713428150185,182.4,-0.010881046,2.7217083,0.0034747233
0.006038826047754025,1.5,332.22426268866457,191.95,-0.008908883,2.7173266,0.003651018
0.009110725115167606,1.5,331.249483213232,203.4,-0.016147152,2.7154374,0.0051179626
0.0033255008515405172,1.5,364.0081089909037,206.1,-0.009330975,2.7147226,0.0028671282
0.014092845361211808,1.5,333.71234927176033,186.6,-0.009841678,2.7058492,0.0031771536
0.008597537928329669,1.5,388.1537956184093,236.45,-0.0050915773,2.7045548,0.0017186828
0.0038954194063627696,1.0,418.5069267615366,243.45,-0.00412114,2.7005043,0.0011454144
0.00331827510255436,1.0,391.05224798884467,224.15,-0.00896509,2.6946588,0.0038370583
0.0013606321329178968,1.0,422.47206703758604,247.0,-0.008973595,2.6953,0.0054035527
0.0016477560840599864,1.0,481.59005730132486,307.4,-0.005499282,2.6901326,0.0029969106
0.001113910485796535,1.0,470.60469444769035,294.0,-0.0076645897,2.6891038,0.004589153
0.0024786063784926326,1.5,505.7591863953361,312.65,-0.012562884,2.6968997,0.007548503
0.001767263543417495,1.5,526.5854909796948,327.4,-0.008903661,2.7037292,0.0045274217
0.02545029102601967,1.5,451.666635103392,276.8,-0.009499926,2.7049086,0.0033778993
0.01478061182589557,1.5,488.7675810649669,292.1,-0.007910655,2.706341,0.0028293065
0.006215941532269839,1.5,528.9618942632673,322.3,-0.006860601,2.7048047,0.0020951256
0.0018539176687962504,1.0,507.76077029257686,303.2,-0.0038226093,2.7069273,0.0010702284
0.015238714694794509,1.5,533.4456810715885,312.35,-0.019800931,2.7139812,0.008010494
0.011180575620240201,1.5,548.9480471085534,322.1,-0.0058296723,2.7162945,0.0031566727
0.0283050749609,1.5,698.0077059559621,399.25,-0.007264261,2.7127953,0.0035023098
0.057854564378678454,1.5,676.0179978760973,376.85,-0.0051525226,2.7160213,0.001515994
0.06669995989744723,1.5,551.3693109239131,324.5,-0.007346944,2.7161336,0.002810395
0.028947648151582784,1.5,578.5205657896597,327.25,-0.005443278,2.7141478,0.0019171444
0.031191907748849886,1.5,672.816052025048,373.5,-0.0073106117,2.720205,0.0036914742
0.031849405658856564,1.5,673.4914803682874,372.25,-0.0046396004,2.7224226,0.0020400586
0.03134460621490404,1.5,748.2022877454364,422.4,-0.005190233,2.7187498,0.0024112947
0.081659572443181,1.5,946.8650831946827,499.2,-0.005011728,2.7107835,0.0017758501
0.05359459839266057,1.0,926.5651389078778,517.5,-0.0041733175,2.7035203,0.0013110535
0.08733932046424474,1.0,1065.8154628971747,563.7,-0.004836455,2.6985729,0.0020729937
0.0888018867173053,1.0,1074.4587682964545,571.2,-0.004268978,2.6943848,0.001747126
0.04363526042156913,1.0,905.6251558540246,479.6,-0.004347964,2.6925325,0.0025650593
0.0717281137392046,0.6666666666666666,922.1900468513735,475.35,-0.0037730215,2.6889443,0.0013544551
0.0743305681803237,0.6666666666666666,1027.751492444543,547.75,-0.0042136395,2.6851795,0.00258633
0.0540546222232671,0.6666666666666666,998.8380410340976,501.55,-0.00619773,2.6822572,0.003530703
0.07660159519018513,0.6666666666666666,1466.801388099356,729.9,-0.0030928436,2.6817234,0.0026753952
0.07409938023471734,1.0,1016.1536674885677,546.1,-0.0068313056,2.6778307,0.007710048
0.06838961003645729,1.0,1244.0407299213716,616.65,-0.0034858882,2.6849499,0.0016088276
0.08304426753068189,1.0,1156.0854045663687,546.35,-0.003935608,2.6870944,0.002500529
0.06562298885847112,0.6666666666666666,1089.1801982027105,523.0,-0.0032349129,2.6802826,0.0014330221
0.0674227878276306,0.6666666666666666,994.9806519051687,479.65,-0.0052836137,2.6772826,0.0047714342
0.09304284338723895,0.6666666666666666,1169.6918060649853,562.5,-0.004574683,2.6787825,0.002936307
