beta,critic_loss,steps,rewards,policy_ppo_loss,value_func_loss,kl,policy_ddpg_loss,entropy
1.5,0.00015367007,19.15,-5.327052952537958,-0.113716215,0.00022350488596598682,0.012081328,0.00027544436,15.211781
2.25,8.2535415e-05,19.15,-1.3967537984980616,-0.1236691,0.00021565800495052353,0.01185587,0.00058914756,15.091566
