steps,rewards,critic_loss,policy_ppo_loss,policy_ddpg_loss,kl,entropy,value_func_loss,beta
50.0,-49.35,8.775854e-05,-0.012936447,-0.0004510002,0.0019488442,3.6712587,0.008084623840060524,1.0
50.0,-48.5,2.080582e-05,-0.009212217,-0.0003768334,0.000857733,3.6917684,0.004468242331888157,0.6666666666666666
50.0,-49.85,2.4663404e-05,-0.012407358,-7.941827e-05,0.0014269045,3.713637,0.004118105711123224,0.4444444444444444
50.0,-48.55,2.2131806e-05,-0.008738305,-6.380865e-05,0.0009356232,3.7156353,0.00389954470162627,0.2962962962962963
50.0,-48.9,2.0984842e-05,-0.0074890754,0.00012306281,0.00061868713,3.710487,0.003987970696123466,0.19753086419753085
50.0,-49.2,2.2289372e-05,-0.013478789,-1.4713969e-05,0.0014454504,3.6767263,0.0039905912667836906,0.1316872427983539
50.0,-49.85,2.2674521e-05,-0.013563814,-5.1632774e-06,0.0032607573,3.6595125,0.004058243307690036,0.1316872427983539
50.0,-49.15,2.249808e-05,-0.009262935,-0.00030301302,0.0019297583,3.665232,0.004010747546178755,0.1316872427983539
50.0,-49.05,2.4340372e-05,-0.014851991,5.51793e-05,0.002954675,3.6784587,0.0039393401669734355,0.1316872427983539
50.0,-49.6,2.3279435e-05,-0.01360364,-0.00018087047,0.0029232618,3.6839674,0.004021091997558597,0.1316872427983539
50.0,-48.85,2.2796905e-05,-0.010168639,-1.4653191e-05,0.0007467237,3.6955967,0.003924505736440194,0.0877914951989026
50.0,-48.5,2.384865e-05,-0.016245913,-0.00010801596,0.006105619,3.7160807,0.0038827117619438093,0.1316872427983539
50.0,-48.9,2.337253e-05,-0.020001583,5.5961733e-05,0.0034572629,3.7307577,0.003957958001264082,0.1316872427983539
50.0,-48.05,2.3853087e-05,-0.014306146,3.602383e-05,0.0050520296,3.723649,0.003938158108630158,0.1316872427983539
50.0,-48.8,2.2359722e-05,-0.013132367,2.223341e-05,0.004113597,3.7213597,0.004010258436849337,0.1316872427983539
50.0,-49.6,2.3104732e-05,-0.0105366185,0.0001756424,0.0027402188,3.7351632,0.00400192490076668,0.1316872427983539
50.0,-49.7,2.2810567e-05,-0.014773279,2.1620983e-05,0.0037620356,3.7413893,0.004031881791725516,0.1316872427983539
50.0,-49.7,2.2520717e-05,-0.016172977,-7.578269e-05,0.0037282195,3.7391062,0.004033724340380933,0.1316872427983539
50.0,-49.65,2.3375822e-05,-0.014667028,-0.00017668819,0.004492697,3.7331824,0.004004547525243531,0.1316872427983539
50.0,-50.0,2.0842663e-05,-0.017380087,-0.000102174774,0.0033060503,3.7275321,0.0040701520163023645,0.1316872427983539
50.0,-49.75,2.223226e-05,-0.011476866,-5.454144e-05,0.0037936186,3.7043152,0.0040452139646754435,0.1316872427983539
50.0,-49.3,2.3711213e-05,-0.01098436,5.8973037e-05,0.0015649123,3.684777,0.003952830427191884,0.1316872427983539
50.0,-49.95,2.3477583e-05,-0.018326508,-7.237754e-05,0.009123693,3.671486,0.004066213193771228,0.19753086419753085
50.0,-50.0,2.3217752e-05,-0.017538298,-7.520955e-05,0.003950468,3.6639895,0.004069379974423732,0.19753086419753085
50.0,-49.75,2.4887186e-05,-0.018316243,-0.00017258825,0.009131123,3.6634889,0.0040446862922041815,0.2962962962962963
50.0,-49.95,2.334522e-05,-0.015931047,-0.00040566438,0.012636095,3.6699533,0.0040604583199300845,0.4444444444444444
50.0,-49.25,2.3688148e-05,-0.021110239,-0.00052238535,0.0066699847,3.6694193,0.003999792247224148,0.6666666666666666
50.0,-49.55,2.372671e-05,-0.014920932,-0.00052781735,0.0059214304,3.6683607,0.004032678491147233,0.6666666666666666
50.0,-49.6,2.1331514e-05,-0.018159395,-0.0011375471,0.010168345,3.6875966,0.004025476627792205,1.0
50.0,-49.25,2.2085533e-05,-0.012570176,-0.00037642033,0.0046036746,3.6784534,0.003971574023967304,1.0
50.0,-49.05,2.2222095e-05,-0.022217061,-0.0005669604,0.00922435,3.666758,0.004017255295628676,1.5
50.0,-49.6,2.1415628e-05,-0.011824088,-0.0008477018,0.0030175326,3.657244,0.004001424141269864,1.5
50.0,-49.3,1.9324698e-05,-0.0128319785,-0.00029960982,0.002784302,3.6374907,0.003976180233848355,1.5
50.0,-49.5,1.9371146e-05,-0.011056561,-0.00043892683,0.0024214825,3.6147008,0.004070511193206723,1.5
50.0,-48.85,1.9734998e-05,-0.01580996,-0.00066403614,0.006373471,3.6120625,0.0039054983476029138,2.25
50.0,-49.95,2.0928652e-05,-0.007989474,-0.0004505583,0.001110599,3.6258013,0.004059884177380593,1.5
50.0,-49.85,1.9675466e-05,-0.015318028,-0.00035596883,0.006620277,3.6346767,0.0040529276111354005,2.25
50.0,-49.9,1.865489e-05,-0.009158285,-0.0004130259,0.0015029819,3.6383274,0.0040569187460075895,2.25
50.0,-49.8,2.0055431e-05,-0.013282634,-0.00020782692,0.00223039,3.6446574,0.004027290401552182,2.25
50.0,-48.65,1.9894398e-05,-0.010049228,-0.00033672477,0.0013664422,3.6479373,0.004095001060354514,1.5
50.0,-49.7,1.8946826e-05,-0.009779387,-0.0004187597,0.0040371274,3.6545,0.004015904570285953,1.5
50.0,-49.75,1.903233e-05,-0.013168473,-0.00032747883,0.0036270819,3.651925,0.004044587144757991,1.5
50.0,-49.95,1.9334093e-05,-0.012161426,-0.0006314169,0.002750086,3.636925,0.004057273164021572,1.5
50.0,-49.15,1.8659852e-05,-0.012433502,-0.00019886825,0.0034423217,3.6344123,0.004018828490343099,1.5
50.0,-50.0,1.855152e-05,-0.012448579,-0.00036865255,0.0031498214,3.6424422,0.004069737334868986,1.5
50.0,-49.1,1.8247249e-05,-0.01045201,-0.0005694481,0.0017278309,3.6493773,0.004024895773122138,1.5
50.0,-49.25,1.8475497e-05,-0.010655943,-0.00044797643,0.0020964313,3.6512084,0.003958351453659106,1.5
50.0,-49.05,1.9627678e-05,-0.009637972,-0.00045949634,0.0018426557,3.6515687,0.0039504939640481835,1.5
50.0,-49.9,1.7259325e-05,-0.013977107,-2.0951771e-05,0.0043348707,3.651026,0.00405426854884289,1.5
50.0,-49.8,1.8045272e-05,-0.012775855,-0.00040859508,0.0038813031,3.6495352,0.0040349944966021675,1.5
50.0,-49.35,1.780077e-05,-0.011511287,-0.00022228574,0.0022756362,3.6505775,0.004011112669566663,1.5
50.0,-49.8,1.7644663e-05,-0.011619339,-0.000755969,0.0023223227,3.6523075,0.004034914432732898,1.5
50.0,-49.25,1.7181035e-05,-0.012796659,-0.0002916808,0.002513826,3.6641638,0.003951187440689049,1.5
50.0,-49.25,1.7959937e-05,-0.010471889,-0.00012844508,0.0025257953,3.66579,0.00400457387053953,1.5
