steps,rewards,policy_loss,kl,entropy,value_func_loss,beta
50.0,-49.85,-0.008761499,0.0011394403,3.667387,0.00286337304976011,0.6666666666666666
50.0,-49.7,-0.008681783,0.0013333707,3.6674838,0.0022324457570280097,0.4444444444444444
50.0,-49.8,-0.0108520705,0.0018627701,3.6596303,0.0019337753132555467,0.4444444444444444
50.0,-48.15,-0.008696009,0.0010975283,3.669303,0.0016111510595843911,0.2962962962962963
50.0,-49.15,-0.014027276,0.0046318383,3.6826513,0.0016569478114571434,0.2962962962962963
50.0,-49.6,-0.009698115,0.0061555384,3.6852856,0.0021592847027927815,0.4444444444444444
50.0,-50.0,-0.010845001,0.0027295784,3.6926782,0.0015510839225423405,0.4444444444444444
50.0,-48.65,-0.012423491,0.007779538,3.6828246,0.0014327193567344795,0.6666666666666666
50.0,-49.8,-0.010701916,0.004085647,3.6970167,0.0016665143689167602,0.6666666666666666
50.0,-49.65,-0.011873584,0.0033292891,3.6833148,0.0010695795660769177,0.6666666666666666
50.0,-49.65,-0.010175586,0.005787653,3.6836247,0.0012737417778968289,0.6666666666666666
50.0,-49.0,-0.012683614,0.0025121763,3.6884227,0.0007616748318216764,0.6666666666666666
50.0,-49.25,-0.009427181,0.0063495827,3.690364,0.0010623262084700931,1.0
50.0,-50.0,-0.009707047,0.0021802157,3.713259,0.0008229392251871721,1.0
50.0,-49.4,-0.006835578,0.0014588294,3.7146218,0.00104660371568856,0.6666666666666666
50.0,-49.85,-0.010531046,0.005345253,3.7128906,0.0008971446164858417,0.6666666666666666
50.0,-49.9,-0.019284515,0.005045289,3.7188365,0.0009251748084175198,0.6666666666666666
50.0,-49.85,-0.016412014,0.0076015512,3.7112398,0.000661783094511952,1.0
50.0,-49.7,-0.0149936555,0.006846194,3.6968036,0.00073543449811112,1.5
50.0,-49.3,-0.011030935,0.0034768258,3.6918926,0.0006556765081761329,1.5
50.0,-49.2,-0.007850494,0.0016589524,3.695456,0.0007312778097810472,1.5
50.0,-49.9,-0.010051748,0.0036573228,3.680926,0.0006244786387290402,1.5
50.0,-49.65,-0.011446601,0.0043908274,3.6815515,0.0006524034222996164,1.5
50.0,-49.8,-0.018361595,0.006606437,3.6946313,0.0005781697870739992,2.25
50.0,-50.0,-0.009702589,0.0019120155,3.6998687,0.0005127035950705497,2.25
50.0,-50.0,-0.011473527,0.0028535905,3.718102,0.00028484494616493793,2.25
50.0,-50.0,-0.012163467,0.0034853532,3.7151551,0.0003001876774282598,2.25
50.0,-49.95,-0.012020447,0.0017651572,3.6970975,0.00035898860086532085,2.25
50.0,-49.95,-0.009860878,0.0014548104,3.686729,0.0005057923215609522,1.5
50.0,-49.9,-0.012205585,0.00255987,3.669897,0.00027967942447788477,1.5
50.0,-50.0,-0.012758963,0.004606895,3.6661503,0.00039148457306474154,1.5
50.0,-49.75,-0.012380934,0.0024890408,3.6705265,0.00040264850221096495,1.5
50.0,-49.65,-0.010882418,0.0051239836,3.666906,0.0002572154811286919,1.5
50.0,-49.9,-0.017620748,0.0066266833,3.6723557,0.0002492627097636651,2.25
50.0,-49.9,-0.007995747,0.0014554283,3.685569,0.00030399015416757597,1.5
50.0,-49.85,-0.012386683,0.0034418947,3.6597016,0.00023732128649615717,1.5
50.0,-50.0,-0.021301884,0.008519688,3.6414475,0.0003394535542771822,2.25
50.0,-49.75,-0.008564381,0.0025545177,3.6398358,0.0002080491196907765,2.25
50.0,-49.95,-0.012178211,0.0033618049,3.6303327,0.0002802041683904054,2.25
50.0,-50.0,-0.010579119,0.0015990057,3.6351233,0.0002259453116687412,2.25
50.0,-49.95,-0.012654435,0.0033138418,3.6466894,0.00020099659226963045,2.25
50.0,-49.95,-0.008620502,0.0018641098,3.6478908,0.000191386961473725,2.25
50.0,-49.85,-0.010817117,0.0036241084,3.648323,0.00020641500512967955,2.25
50.0,-49.85,-0.009347267,0.0019359589,3.6543531,0.00022129980330026503,2.25
50.0,-49.85,-0.009967597,0.0024569256,3.6662674,0.00016239832551334118,2.25
50.0,-49.8,-0.0082817115,0.0019422367,3.6678345,0.00020525860817850104,2.25
50.0,-50.0,-0.009123632,0.0020464552,3.6793845,0.00019770925365964975,2.25
50.0,-49.7,-0.0087776985,0.0021070438,3.6815639,0.00017374459071677306,2.25
50.0,-49.95,-0.010084826,0.0019373421,3.6795864,0.00018536813232738821,2.25
50.0,-50.0,-0.010709474,0.0019492948,3.6798165,0.00018683315650715448,2.25
50.0,-49.6,-0.009645829,0.002612229,3.6762817,0.00023662641585176135,2.25
50.0,-49.8,-0.009465858,0.0016011274,3.6736891,0.00017487056619203145,2.25
50.0,-50.0,-0.008322811,0.0021382559,3.6638367,0.00025821405112771913,2.25
50.0,-50.0,-0.0111210905,0.0021305338,3.658032,0.0001867630440568273,2.25
50.0,-50.0,-0.011434659,0.002685379,3.653776,0.00015336802210588258,2.25
50.0,-49.95,-0.010125436,0.0021921096,3.6569207,0.00012973553522976808,2.25
50.0,-50.0,-0.01361819,0.003592577,3.6511045,0.00015998452352757652,2.25
50.0,-49.9,-0.0118162595,0.0034607763,3.6429534,0.00011005628873407039,2.25
50.0,-50.0,-0.0130395945,0.002549708,3.6557016,0.00013577202746994915,2.25
50.0,-50.0,-0.02016168,0.0057342686,3.6640177,0.00012498838705395578,2.25
50.0,-49.9,-0.011584237,0.0018911633,3.6519966,0.00011976815687627753,2.25
50.0,-49.95,-0.011248161,0.0023883511,3.6509023,0.00011891994670247895,2.25
50.0,-50.0,-0.013680922,0.002586911,3.6620784,0.00011161944200668209,2.25
50.0,-49.95,-0.011934336,0.0020652213,3.6507382,9.602850747382607e-05,2.25
50.0,-49.9,-0.013834957,0.0037308743,3.646078,0.00015777754777459614,2.25
50.0,-49.85,-0.009529497,0.0015659089,3.641076,0.00010459092166672196,2.25
50.0,-50.0,-0.012564335,0.0032535873,3.6447225,0.00010621873024278323,2.25
50.0,-49.95,-0.013549576,0.0023904517,3.6382327,7.006976931924416e-05,2.25
50.0,-49.75,-0.0080691045,0.0013618694,3.642942,0.00012538743249666416,1.5
50.0,-50.0,-0.015888613,0.006019072,3.641974,9.884664038427982e-05,2.25
50.0,-49.85,-0.009607854,0.0023569497,3.6625977,0.00013439808954121693,2.25
50.0,-49.8,-0.011522634,0.0032051948,3.6742575,0.00011308072348985183,2.25
50.0,-50.0,-0.006604233,0.001512289,3.6659718,0.0001525058542244982,2.25
50.0,-49.75,-0.010291714,0.0020942015,3.6755161,0.0001445763620144745,2.25
50.0,-49.95,-0.009535113,0.0024058162,3.687013,0.00014365455093605213,2.25
50.0,-49.9,-0.009649115,0.0019647675,3.6873324,0.00013529833380734839,2.25
50.0,-50.0,-0.010071373,0.0019715803,3.675492,0.00011868256969601564,2.25
50.0,-50.0,-0.011312006,0.0026335185,3.676696,0.0001406119972225838,2.25
50.0,-49.95,-0.010037586,0.0031584194,3.6831894,0.00012806207108459987,2.25
50.0,-50.0,-0.011184756,0.003059403,3.6867404,0.00010293067656712018,2.25
50.0,-50.0,-0.014955974,0.0029448895,3.6781757,0.00010412098667603181,2.25
50.0,-49.95,-0.008690523,0.0020258143,3.6691566,0.00010973655173659427,2.25
50.0,-49.9,-0.009631842,0.002073421,3.653184,0.00014857221947877936,2.25
50.0,-50.0,-0.009464158,0.0028270949,3.6532502,0.00010589057184685853,2.25
50.0,-49.95,-0.010792501,0.0025456739,3.6583602,0.00014160543499263463,2.25
50.0,-50.0,-0.0094093345,0.0022331148,3.6384568,0.000102690666155681,2.25
50.0,-50.0,-0.0160581,0.0029567438,3.6475909,0.00011407625779471366,2.25
50.0,-49.85,-0.012117737,0.0036236285,3.651512,0.00011312763110673565,2.25
50.0,-49.95,-0.009205011,0.0017671258,3.6402001,0.00012192389539953394,2.25
50.0,-49.9,-0.010045521,0.001934805,3.628051,0.00011904798499596659,2.25
50.0,-49.9,-0.012502484,0.0027256354,3.6245098,0.00010857275286830129,2.25
50.0,-50.0,-0.00953323,0.0027576105,3.621612,0.00014456852706927427,2.25
50.0,-49.8,-0.00996919,0.002057203,3.612708,0.00013737352325958718,2.25
50.0,-49.85,-0.009866601,0.0016919356,3.6106503,0.00012975376415103694,2.25
50.0,-49.75,-0.009944715,0.0020170582,3.62068,9.23762457129132e-05,2.25
50.0,-49.75,-0.010763041,0.0031674888,3.61944,9.148235094815203e-05,2.25
