steps,rewards,policy_loss,kl,entropy,value_func_loss,beta
18.6,12.56161389845695,-5.0040555,0.00020652945,2.7585497,66.68822627343994,0.6666666666666666
17.35,12.78598539062568,-5.327806,8.638619e-05,2.7572896,68.47634656751846,0.4444444444444444
21.45,18.400956328547977,-8.16219,0.00023076056,2.755495,232.21778947127675,0.2962962962962963
20.0,17.44171067613602,-6.6849127,0.00043266534,2.7537081,245.27143976330956,0.19753086419753085
21.5,17.684634260601616,-3.1939902,0.0003220292,2.7527177,63.83311053658541,0.1316872427983539
22.45,17.30853628087305,0.39046332,0.0003735634,2.7546904,64.11005374993907,0.0877914951989026
26.2,28.106104508522456,-4.1865516,0.000596526,2.7572825,878.857582589362,0.05852766346593507
23.05,19.34218045996561,2.5566409,0.00047348818,2.759849,86.76651770769772,0.03901844231062338
30.85,37.05410073738982,-5.0796227,0.0005787936,2.760795,917.3341293046892,0.02857142857142857
22.3,18.71619706687506,2.5911644,0.00096186955,2.7596457,148.8890838558556,0.02857142857142857
25.15,24.423298534506202,-2.2773135,0.0019227674,2.7542038,253.4997898207867,0.02857142857142857
25.6,25.095638375624468,-2.4570718,0.0019785648,2.745597,319.40127280214404,0.02857142857142857
29.3,40.393467991147354,-9.4014225,0.0026987193,2.74021,1266.7953129792018,0.02857142857142857
29.5,33.563205053067634,1.0087835,0.0028171372,2.7360737,482.4312266600544,0.02857142857142857
45.75,66.37075347702282,-9.0803795,0.0018257593,2.731711,1752.011494434002,0.02857142857142857
38.7,41.83195187207086,8.407928,0.0016504511,2.7265453,519.444799448765,0.02857142857142857
39.65,54.37904693432389,3.012458,0.0017955246,2.720418,483.21464955142505,0.02857142857142857
45.55,77.40937227758104,-5.449478,0.0033943336,2.7153144,919.3467494990407,0.02857142857142857
45.85,74.34826549646561,-3.373573,0.0016026115,2.7084105,1026.1352097883487,0.02857142857142857
49.85,81.84789187130087,-2.5242772,0.0009777634,2.7028549,894.3777547166545,0.02857142857142857
46.75,74.80330061427676,2.6437948,0.003709656,2.6983864,444.54303739489643,0.02857142857142857
44.4,73.19982090168281,-1.0371852,0.005018967,2.6947737,416.6536173913188,0.02857142857142857
68.15,123.00885774388618,-11.078647,0.013455423,2.68909,1706.8367490880037,0.04285714285714286
93.0,182.4505198615573,-6.874635,0.015007119,2.6871681,1009.6649354946906,0.06428571428571428
81.7,157.81697698662902,2.7008717,0.009360278,2.6808634,1852.190776427815,0.09642857142857142
84.3,163.87362923922623,-1.7166955,0.020787437,2.6706748,1064.7326413424203,0.14464285714285713
96.6,191.37148484806835,-2.5161045,0.01827905,2.6637232,1022.097851753631,0.2169642857142857
92.5,181.14168508602717,0.9367519,0.0020333019,2.6562233,941.752184595046,0.2169642857142857
93.15,189.59815238511595,-0.64061594,0.013158418,2.649958,606.2120667790562,0.3254464285714285
99.25,205.31020181421633,-1.0071787,0.013077397,2.6454198,514.1637213572099,0.4881696428571428
99.65,213.6955094276721,-0.94954604,0.01704803,2.6406965,84.3010333484984,0.7322544642857143
95.7,211.85354995848678,0.40012553,0.008321446,2.6368442,20.360479197621768,1.0983816964285715
93.3,207.91244164893266,0.5994718,0.0009618611,2.6342137,20.501200440455833,0.7322544642857144
93.6,208.89793417174042,0.19603768,0.0007004995,2.632556,12.988733914642223,0.4881696428571429
93.65,208.79802654468222,0.21400866,0.00099967,2.6308062,20.75303552415503,0.32544642857142864
94.2,209.50839012900823,0.18873748,0.0020165013,2.6291308,15.404358911305607,0.32544642857142864
94.75,211.8151446524746,-0.2791713,0.00198442,2.6277843,5.496615706289602,0.32544642857142864
94.7,210.51483387726088,0.16189559,0.0012813618,2.6268477,16.72222901163799,0.21696428571428575
97.0,214.40930550363902,-0.17579827,0.001455806,2.6258426,8.606144570900213,0.14464285714285716
98.35,216.57344378834642,0.002176104,0.0021798231,2.6251242,9.407757150664034,0.14464285714285716
100.05,219.67731216050478,-0.113276444,0.0021975036,2.6253364,8.757518283266439,0.14464285714285716
99.05,219.56603742056276,-0.11825229,0.0033646459,2.6252873,12.400683608912171,0.14464285714285716
112.4,227.79529427509783,-0.39622733,0.0025827657,2.6236653,275.1226873630646,0.14464285714285716
112.0,235.10958781752097,0.005045058,0.0059300764,2.621817,34.71988353341227,0.14464285714285716
119.3,239.16153446300441,-0.27632785,0.007926699,2.619297,429.15829136465504,0.21696428571428572
126.5,254.38800689179098,-0.2235444,0.012569539,2.6176367,109.54167542178189,0.3254464285714286
128.8,265.9435068678592,-2.2810125,0.016178178,2.6163373,253.55216888780276,0.48816964285714287
138.35,278.571258400037,-1.2989213,0.013081447,2.6148958,426.5165567962314,0.7322544642857143
154.45,303.7600334062924,-1.9313288,0.01273949,2.612854,666.4522351895043,1.0983816964285715
214.75,361.11890211389584,-0.30517343,0.0119718965,2.609631,671.1126679177612,1.6475725446428573
