steps,rewards,critic_loss,policy_loss,kl,entropy,value_func_loss,beta
23.15,20.933535230422812,0.0037220952,-0.038851123,0.01460167,2.77283,0.004079764684773642,1.5
30.1,36.3360348613547,0.00049022,-0.05226132,0.012156693,2.7382777,0.026293544532539036,2.25
36.35,48.6756024412285,0.0003499497,-0.05218979,0.010345283,2.7523706,0.04171503076389541,3.375
50.4,64.77579704163045,0.00033441975,-0.034924813,0.0052860617,2.7447698,0.02070892394829384,3.375
66.3,108.81300978026707,0.00038432234,-0.03784314,0.006593254,2.7474174,0.030488925551324954,5.0625
71.15,117.3743720724041,0.00036552933,-0.02956033,0.003500429,2.7588458,0.028930758977590537,5.0625
85.5,153.75055554685113,0.00033041093,-0.020712528,0.002636374,2.7622943,0.03366518697270422,5.0625
79.2,136.94635145220127,0.00032835297,-0.022940824,0.0028408994,2.77224,0.030070256969815006,5.0625
80.2,142.23729851365457,0.00032577405,-0.023801735,0.002698126,2.776912,0.024040511238936413,5.0625
77.5,138.07772877712918,0.00032073466,-0.023615407,0.0028399227,2.769937,0.02960434880105408,5.0625
107.3,201.3236631879715,0.00033829734,-0.020035336,0.0025267354,2.7705398,0.014215537327109447,5.0625
91.85,165.87854118957102,0.0003455639,-0.016366018,0.0018439003,2.7675433,0.029974361320205478,5.0625
110.1,217.2783014610465,0.0003452931,-0.02328191,0.0027380337,2.7645383,0.012188769892439114,5.0625
100.55,189.26466900454662,0.00034685878,-0.025635837,0.003698621,2.754837,0.0289507042569731,5.0625
117.4,229.12706183440037,0.00035958778,-0.020819347,0.0024686505,2.7603188,0.013037548530097866,5.0625
107.85,214.28712891694641,0.00035769155,-0.022221092,0.002823968,2.7593777,0.01716515484000861,5.0625
113.25,218.29517306828424,0.00036898485,-0.020022444,0.0028275356,2.757589,0.012063859087056227,5.0625
97.6,189.48940609413089,0.00036202377,-0.021262713,0.0030466153,2.7525897,0.029726693954151822,5.0625
112.15,222.13973308076348,0.00036430763,-0.026417458,0.0030545895,2.7426982,0.014097116908250667,5.0625
112.25,216.96227919759545,0.00039601553,-0.02898586,0.0036614623,2.7507582,0.014298644106037662,5.0625
113.9,228.1502379020839,0.00038895127,-0.02366493,0.0029514984,2.7525728,0.010630979733762605,5.0625
118.5,240.54658374304736,0.0004077279,-0.030693132,0.0037252628,2.7559323,0.0023621786753418783,5.0625
112.95,230.60029675139631,0.00043404786,-0.02812684,0.0038091969,2.7545612,0.007797494493110774,5.0625
115.6,236.55158439734632,0.00046167674,-0.02778137,0.003367113,2.7532866,0.004717565390268856,5.0625
116.15,241.03238110379826,0.00044830094,-0.15408608,0.017752992,2.758312,0.0018643815151453017,7.59375
119.45,246.02559796432624,0.00043143707,-0.010908616,0.0024353731,2.758498,0.0017551591078242793,7.59375
122.9,244.11933843207413,0.00040729478,-0.0067626173,0.0010099248,2.7590785,0.009744697679219826,5.0625
122.8,250.6372012699268,0.00028386226,-0.01852076,0.0021195842,2.7681627,0.011260292741865538,5.0625
118.3,238.25251229115474,0.00026411246,-0.021327779,0.0028505207,2.761385,0.012412111412810548,5.0625
126.1,258.9652888071513,0.0002565772,-0.022090951,0.0024993455,2.7672246,0.006495370863456802,5.0625
127.9,260.9480781055916,0.00023809777,-0.020118792,0.002567208,2.7745416,0.005401337158144598,5.0625
125.85,259.2853185700152,0.00023949845,-0.018455166,0.0025669236,2.7772315,0.0037844949727851825,5.0625
130.35,265.4232332774095,0.00024013525,-0.013959736,0.0017804117,2.7744923,0.01656359292281602,5.0625
137.7,287.3333394845818,0.00023859926,-0.017929075,0.0020769986,2.7784038,0.009122029873533897,5.0625
128.9,281.16242357940035,0.00024780317,-0.020085271,0.0022795014,2.7895174,0.006616810311349263,5.0625
133.05,277.43532345041194,0.00025416675,-0.015786707,0.0019829678,2.7887018,0.01504282775692811,5.0625
139.6,302.5208561266219,0.0002568669,-0.02021736,0.0027155525,2.7923994,0.007783443622186469,5.0625
133.0,287.9275699407828,0.00027570777,-0.01322325,0.0022447263,2.7918215,0.019644252972413775,5.0625
140.4,298.9686281972315,0.00028863086,-0.019914474,0.0025893752,2.7786334,0.00804228535503531,5.0625
137.0,307.001610215795,0.0002894941,-0.016954973,0.0023970415,2.7834668,0.012147390428784759,5.0625
141.05,315.06040765140796,0.0002984367,-0.03318261,0.0041634683,2.7858307,0.00848958524239618,5.0625
142.45,323.10528168303983,0.0003191385,-0.031328205,0.0048824777,2.793528,0.011673125663665412,5.0625
133.25,306.7399745651055,0.00032716492,-0.0140537005,0.0022561157,2.7891097,0.013241347052320636,5.0625
140.05,323.864061239627,0.00032002426,-0.020650072,0.002501479,2.7853565,0.005734342849698042,5.0625
147.65,332.8906784746311,0.0003236838,-0.02087458,0.0027974632,2.7844844,0.002729366642277985,5.0625
137.65,322.1031400479368,0.00033102767,-0.021110626,0.0028501945,2.7993546,0.001724228933040805,5.0625
139.7,326.4784916761744,0.00033246004,-0.020175898,0.0025539668,2.7912948,0.004620745583698925,5.0625
140.25,321.4254842710046,0.0003533878,-0.0324387,0.0034375016,2.7866068,0.007232134268965269,5.0625
139.75,333.6731397028776,0.00036562004,-0.023806067,0.0031155916,2.7864563,0.0031648069229663666,5.0625
142.0,334.5207180286996,0.00032588287,-0.021878192,0.0030234242,2.773256,0.0015516238592601231,5.0625
