steps,rewards,policy_loss,kl,entropy,value_func_loss,beta
50.0,-47.95,-0.012050528,0.0024333098,3.6912942,0.0020471281581661165,1.0
50.0,-49.4,-0.0102584455,0.0024587407,3.6865568,0.000525685279626759,1.0
50.0,-48.7,-0.011106662,0.002435409,3.677996,0.00020097578440606662,1.0
50.0,-49.35,-0.013281988,0.0036502613,3.669629,7.905908463365901e-05,1.0
50.0,-49.15,-0.007933953,0.00090800214,3.663379,5.386135432990103e-05,0.6666666666666666
50.0,-49.15,-0.010242306,0.0013867974,3.6353748,3.509843501180834e-05,0.4444444444444444
50.0,-49.9,-0.018976904,0.0062125796,3.6376314,2.092659806887818e-05,0.6666666666666666
50.0,-49.75,-0.014717072,0.0042321375,3.6438751,1.5090515021346486e-05,0.6666666666666666
50.0,-50.0,-0.012199819,0.0033561145,3.6482024,1.3672755927845287e-05,0.6666666666666666
50.0,-49.5,-0.010579823,0.0011442094,3.6312356,1.627327533462836e-05,0.4444444444444444
50.0,-49.8,-0.020963348,0.012591356,3.6037285,1.5143878611913442e-05,0.6666666666666666
50.0,-48.55,-0.0088883275,0.00238352,3.6043,5.59676418156536e-05,0.6666666666666666
50.0,-48.9,-0.012921558,0.003162158,3.606842,2.690064338809459e-05,0.6666666666666666
50.0,-49.15,-0.010677627,0.0023676115,3.6130168,2.658362272091232e-05,0.6666666666666666
50.0,-49.15,-0.0114828795,0.0023117668,3.6145153,5.843174838278625e-05,0.6666666666666666
50.0,-49.0,-0.014922533,0.0044815135,3.6250868,4.645119127113606e-05,0.6666666666666666
50.0,-49.6,-0.012243448,0.0027905337,3.6366987,1.666203361724775e-05,0.6666666666666666
50.0,-49.65,-0.015457677,0.0034599183,3.6469831,1.191918164266619e-05,0.6666666666666666
50.0,-48.5,-0.0108652,0.003484127,3.6442058,5.9152111919204914e-05,0.6666666666666666
50.0,-48.75,-0.008355247,0.0011354425,3.6224246,7.765227451686593e-05,0.4444444444444444
50.0,-49.4,-0.010073047,0.0017990484,3.599573,4.7329428725371685e-05,0.4444444444444444
50.0,-48.9,-0.010790826,0.0010805166,3.5877316,3.988577881688501e-05,0.2962962962962963
50.0,-48.05,-0.017458862,0.0072458736,3.5721135,7.251731883504101e-05,0.4444444444444444
50.0,-48.15,-0.010777269,0.0021627808,3.5673933,7.628489802653321e-05,0.4444444444444444
50.0,-48.1,-0.012431155,0.004499263,3.5733879,0.00016364545124201806,0.4444444444444444
50.0,-47.35,-0.016934434,0.0131939715,3.582201,7.836285435734518e-05,0.6666666666666666
50.0,-48.85,-0.016368754,0.0044884463,3.5955923,4.123024785922076e-05,0.6666666666666666
50.0,-47.7,-0.015254276,0.008157228,3.588885,0.0001232600608649406,1.0
50.0,-45.3,-0.013003833,0.006666296,3.592939,0.0003756685761427675,1.5
50.0,-48.0,-0.0132265035,0.004343538,3.5910602,0.00012102343376634544,1.5
50.0,-48.35,-0.013931248,0.005674722,3.588869,8.648965880559396e-05,1.5
50.0,-45.45,-0.0121236555,0.0017186392,3.5697927,0.00018692156135805766,1.5
50.0,-42.8,-0.011838092,0.0028100358,3.5490184,0.0003671200596254419,1.5
50.0,-47.7,-0.013858667,0.0035285929,3.552085,0.0001451154599915135,1.5
50.0,-46.35,-0.012094002,0.0034274631,3.5399876,0.0002547978095679769,1.5
50.0,-45.3,-0.015702318,0.005823985,3.5273635,0.0001997815852667444,1.5
50.0,-43.55,-0.021434685,0.005851795,3.515534,0.00022874409008613575,1.5
50.0,-43.2,-0.013154041,0.0033228581,3.5033956,0.0002719482787797688,1.5
50.0,-41.6,-0.012404069,0.0024496445,3.4799592,0.0002886325139962605,1.5
50.0,-41.3,-0.017736506,0.004146517,3.4822524,0.0002617983315957252,1.5
50.0,-39.3,-0.020512123,0.0063429917,3.472716,0.0003409443197762455,2.25
50.0,-37.65,-0.014653162,0.003769846,3.4522128,0.00023380387889271643,2.25
50.0,-34.6,-0.015913354,0.003151569,3.4499624,0.0004600925870043632,2.25
50.0,-34.75,-0.015186634,0.0032955443,3.4442737,0.00021541648066630994,2.25
50.0,-33.35,-0.016800351,0.0036166613,3.4428184,0.000413275052302089,2.25
50.0,-31.95,-0.013841327,0.0046706325,3.4388216,0.0003626687035574598,2.25
50.0,-28.1,-0.019390877,0.004672862,3.423,0.00044991762488074733,2.25
50.0,-32.6,-0.019070935,0.0048652906,3.4151568,0.00027632842534607466,2.25
