steps,rewards,critic_loss,policy_ppo_loss,policy_ddpg_loss,kl,entropy,value_func_loss,beta
21.5,18.187049158349943,0.00045329554,-0.032443237,0.00035323418,0.005596784,2.7506962,0.004825811887189266,1.0
33.6,33.463896579196344,0.00019097628,-0.022890989,-0.0014161826,0.004937212,2.7512922,0.024050981347242494,1.0
39.8,51.901212165802164,0.00020315112,-0.021515626,-0.00055429613,0.005945421,2.7370303,0.02963243581254926,1.0
44.7,55.3952012006622,0.00021577008,-0.014691308,-0.0016078872,0.0045226966,2.7322557,0.017201200778454214,1.0
42.4,55.23574257690318,0.00027188953,-0.021619555,-0.0016442599,0.0052182735,2.7273397,0.016973585047099813,1.0
59.3,100.00142289581655,0.000348844,-0.017255096,-0.0017463417,0.003977379,2.7171068,0.02398562796645844,1.0
47.75,67.8928813833098,0.0003073907,-0.015486634,-0.0019217647,0.003188026,2.713508,0.017965895902800413,1.0
58.95,98.34358545405965,0.0003649933,-0.016800068,-0.0027105194,0.0041827676,2.7006593,0.021265202405478256,1.0
68.55,120.99503290686467,0.00040711567,-0.012443623,-0.0016489227,0.003419502,2.6910703,0.028425579070390873,1.0
81.2,141.59709463377698,0.00041191332,-0.010587689,-0.0025937478,0.002778919,2.6780891,0.02469970978033648,1.0
84.15,155.0105619831499,0.00040430552,-0.014111639,-0.002416355,0.0070905793,2.665782,0.023860436043469657,1.5
90.35,167.34021322742242,0.00037643476,-0.010280159,-0.0028774622,0.0052688564,2.6556928,0.018736132238962325,1.5
88.5,160.08701894174118,0.00034843446,-0.007869912,-0.003333481,0.0035575975,2.638219,0.018524673270544766,1.5
97.75,176.70185623752255,0.0003470202,-0.0052283993,-0.0026069607,0.0025326933,2.6318803,0.015017232408833313,1.5
109.15,202.48987065335183,0.00033558058,-0.008957374,-0.001770031,0.0018951531,2.6338587,0.006902196037843152,1.5
111.9,201.07555235859863,0.00032936383,-0.007934686,-0.0014523617,0.0032956274,2.6327832,0.006720989719405285,1.5
114.2,209.9143487805599,0.00032255112,-0.0073212953,-0.0006190984,0.0018344849,2.624825,0.003862906110512352,1.5
117.85,214.8901621942442,0.00031455216,-0.0117534045,-0.0010511597,0.0051636957,2.626526,0.001736577703662288,1.5
119.75,227.70553680714175,0.0003172083,-0.011146475,0.00030375118,0.004400467,2.6249232,0.002532541648594049,1.5
124.7,235.99473968811375,0.00031757483,-0.0130294,-0.00025824102,0.005845952,2.6205862,0.0022188156364599094,1.5
123.9,246.20780146709905,0.00032537564,-0.011515667,-0.0003515168,0.005548453,2.6241653,0.006697206333604466,1.5
133.45,264.9151791315212,0.0003450976,-0.01521981,5.2717478e-05,0.006324693,2.6261492,0.004269982521232988,2.25
134.05,272.7880479738484,0.00034844613,-0.012305916,0.0013027554,0.003147163,2.6239967,0.005886574006635176,2.25
137.7,279.80555860839183,0.00035704512,-0.0063599185,0.0011191547,0.002307899,2.6227012,0.005609304156852028,2.25
138.65,283.0372311275612,0.00036631868,-0.009030888,0.0007880031,0.002796236,2.6199791,0.0038782137217923795,2.25
139.65,288.2614699079524,0.00037795008,-0.0089783035,0.0015478877,0.0017981774,2.6120067,0.0026611869877954273,2.25
145.45,299.79167278755307,0.00036075932,-0.010072267,0.001849695,0.0020537511,2.604317,0.001529094597162139,2.25
145.15,300.36417288893773,0.00034027864,-0.009223936,0.0015684686,0.0016806225,2.6039333,0.000710261086666538,2.25
148.8,304.53213707898306,0.0003336933,-0.008355875,0.0016534379,0.002152386,2.598236,0.0010240396666145934,2.25
