value_func_loss,entropy,rewards,kl,steps,policy_loss,beta
1.9852724694352918e-06,2.023374,-1.65,0.0030656974,50.0,-0.029666845,5.0625
4.4352150653142434e-07,2.024078,-1.5,0.0036589252,50.0,-0.033534955,5.0625
6.227600228472651e-07,2.0216675,-1.85,0.0017924907,50.0,-0.028174348,5.0625
3.746838532510671e-06,2.0044296,-2.3,0.0014534488,50.0,-0.017538775,3.375
5.431172236528035e-07,1.998357,-1.35,0.0039749583,50.0,-0.053952493,3.375
8.036858948920883e-06,1.9900875,-2.2,0.0037035206,50.0,-0.03299696,3.375
1.1984043818360973e-06,1.9905813,-2.05,0.0052506714,50.0,-0.07710999,3.375
4.806117102639593e-07,1.9955325,-1.6,0.005771156,50.0,-0.030548304,3.375
8.885705807584942e-07,1.9863758,-1.65,0.0059738727,50.0,-0.027002512,3.375
4.223544298217732e-07,1.9805148,-1.9,0.0017242789,50.0,-0.023799084,3.375
1.2522200173150822e-06,1.9612651,-1.7,0.0029079507,50.0,-0.03217672,3.375
2.103127999115259e-07,1.9512534,-1.5,0.0048654736,50.0,-0.03775035,3.375
2.004799384059945e-06,1.9292753,-2.0,0.0028054777,50.0,-0.03079873,3.375
1.2810696941615464e-06,1.9207907,-2.05,0.0046142307,50.0,-0.061715137,3.375
2.855444975870178e-07,1.9049962,-1.65,0.0061753807,50.0,-0.05180383,5.0625
3.219020199304766e-07,1.893431,-1.7,0.0016922007,50.0,-0.022121418,5.0625
1.5029673796024467e-06,1.8860326,-1.7,0.0021289433,50.0,-0.025161747,5.0625
1.0956962182624707e-06,1.8822584,-1.7,0.002398273,50.0,-0.028461058,5.0625
3.755068810883967e-07,1.8777487,-1.55,0.003810876,50.0,-0.04864512,5.0625
1.457056966994588e-06,1.8694048,-2.0,0.0024440144,50.0,-0.020228578,5.0625
1.1172714591474858e-06,1.8647108,-2.1,0.0029105584,50.0,-0.026457576,5.0625
7.077803722568268e-07,1.8623672,-1.95,0.0036610684,50.0,-0.03866013,5.0625
4.0460001713819773e-07,1.8654597,-1.7,0.0034994662,50.0,-0.04854156,5.0625
2.3652391064368573e-06,1.8613253,-1.5,0.012495971,50.0,-0.3063973,7.59375
1.1344522365093235e-06,1.8643036,-1.45,0.0020826657,50.0,-0.021762703,7.59375
2.9760584086921555e-07,1.8469172,-1.8,0.0022508905,50.0,-0.024120236,7.59375
2.979457135406829e-07,1.835774,-1.6,0.0020667217,50.0,-0.019480616,7.59375
4.009618725886261e-07,1.8299422,-1.95,0.001407512,50.0,-0.027528848,5.0625
6.103629464549549e-07,1.8294816,-2.1,0.0069240727,50.0,-0.08208149,7.59375
2.2032272087478121e-07,1.8325038,-1.6,0.0013108688,50.0,-0.013260843,5.0625
3.88526415035255e-07,1.8183055,-1.85,0.0019652268,50.0,-0.021548111,5.0625
3.095546257037213e-07,1.8105445,-1.6,0.0019803979,50.0,-0.023872161,5.0625
6.614083779396224e-07,1.8112192,-1.75,0.0060489546,50.0,-0.07548254,7.59375
2.3829167852456073e-07,1.8037236,-1.95,0.0033812816,50.0,-0.034787755,7.59375
1.2655049324161952e-06,1.8055913,-2.35,0.0011210819,50.0,-0.019199073,5.0625
4.6481755053676616e-07,1.8099728,-1.75,0.0027654462,50.0,-0.031256616,5.0625
7.935406375396699e-07,1.7993631,-1.75,0.0014014075,50.0,-0.021280259,3.375
4.4083138828483856e-07,1.7800832,-2.15,0.0021433048,50.0,-0.021754872,3.375
4.784483527506044e-07,1.7866621,-2.1,0.0023816791,50.0,-0.019789724,3.375
6.872683902357357e-07,1.7872005,-2.05,0.0034438926,50.0,-0.030682582,3.375
2.0275331018017572e-07,1.7972088,-1.75,0.008543568,50.0,-0.087286904,5.0625
3.08027118133824e-07,1.7923698,-2.0,0.0027629132,50.0,-0.024323087,5.0625
2.2605875566870417e-07,1.777293,-1.45,0.005581117,50.0,-0.050173894,5.0625
3.0771700120369616e-07,1.7712145,-2.15,0.0020414419,50.0,-0.025023306,5.0625
1.6884407043764558e-06,1.7544897,-1.7,0.002605328,50.0,-0.022976264,5.0625
1.17232288344364e-06,1.7425299,-1.55,0.005265009,50.0,-0.032361936,5.0625
4.518894754870375e-07,1.7307067,-1.8,0.0029249005,50.0,-0.02335615,5.0625
2.2439515507744568e-07,1.7305441,-1.9,0.0032953457,50.0,-0.03549749,5.0625
5.44434265711161e-07,1.725091,-1.45,0.0013741858,50.0,-0.01888343,3.375
8.610928221101825e-07,1.706739,-1.85,0.0028891233,50.0,-0.02849866,3.375
2.0849289296634576e-07,1.686588,-1.85,0.0028811672,50.0,-0.026544712,3.375
1.1152282343613452e-06,1.6623502,-1.7,0.013681372,50.0,-0.19388679,5.0625
3.98403855137498e-07,1.6564345,-1.9,0.0076924735,50.0,-0.05480024,7.59375
1.1253465129098961e-06,1.6524601,-1.8,0.0014572873,50.0,-0.021148399,5.0625
1.684752609432709e-07,1.6486592,-1.75,0.002746863,50.0,-0.040057566,5.0625
2.208539043901305e-07,1.6222959,-1.65,0.0022230602,50.0,-0.019151647,5.0625
2.0463137840630172e-07,1.6242795,-1.6,0.005637947,50.0,-0.06246102,5.0625
1.2917830748900631e-06,1.6268344,-2.0,0.002095039,50.0,-0.025186673,5.0625
2.150287818896065e-07,1.6176686,-1.45,0.0012532766,50.0,-0.018172804,3.375
1.8343851313240116e-07,1.6362143,-2.05,0.013997063,50.0,-0.19546776,5.0625
3.292134782665424e-07,1.6389384,-2.1,0.0026016578,50.0,-0.015759688,5.0625
9.846561598658778e-08,1.6288152,-1.4,0.0022166886,50.0,-0.023083154,5.0625
7.275893614413175e-07,1.6161284,-1.8,0.0014411306,50.0,-0.018877978,3.375
3.166204289731557e-07,1.6066604,-1.95,0.0024057853,50.0,-0.020560803,3.375
3.1951228375609036e-07,1.6115298,-1.8,0.0020697974,50.0,-0.024062503,3.375
1.1880642757340541e-07,1.6162624,-1.7,0.0064807474,50.0,-0.056942135,5.0625
2.0029371584036273e-07,1.6117549,-1.95,0.0059829024,50.0,-0.06401574,5.0625
8.858437300652218e-07,1.6073976,-1.85,0.0026803021,50.0,-0.018951222,5.0625
2.784943776313658e-07,1.6127095,-1.55,0.002490146,50.0,-0.035338543,5.0625
1.893394742017421e-07,1.6100588,-1.5,0.0049956962,50.0,-0.0590147,5.0625
1.0770407302729796e-06,1.6169462,-1.85,0.01366802,50.0,-0.27917698,7.59375
1.8381165413557625e-07,1.6271482,-1.6,0.0023236251,50.0,-0.009649282,7.59375
2.4647221446932865e-06,1.6148267,-2.0,0.0016540826,50.0,-0.020327946,7.59375
3.125990782027664e-07,1.6207423,-1.75,0.0028549691,50.0,-0.039767392,7.59375
1.8324145833261683e-07,1.6237664,-1.95,0.0022415176,50.0,-0.02667565,7.59375
2.3009588492696274e-07,1.6221075,-1.6,0.0011006339,50.0,-0.01629579,5.0625
1.6439153007734607e-07,1.6234193,-1.7,0.002616226,50.0,-0.025664672,5.0625
1.093410883275994e-06,1.6128783,-1.95,0.0021137863,50.0,-0.031116234,5.0625
1.4035616549500204e-07,1.611608,-1.8,0.005639463,50.0,-0.050192058,5.0625
1.5570453019967793e-07,1.6101985,-1.8,0.0016653826,50.0,-0.01896612,5.0625
1.8039781167928768e-07,1.6000752,-1.9,0.0021872388,50.0,-0.025233,5.0625
2.0650338753702837e-07,1.5967722,-1.65,0.0023674641,50.0,-0.01801953,5.0625
1.0604317666588833e-06,1.5939116,-1.8,0.0010715036,50.0,-0.014273373,3.375
7.820874376968257e-07,1.5959787,-1.9,0.0045166486,50.0,-0.03734371,3.375
2.5856351155184804e-07,1.6047053,-1.9,0.012768396,50.0,-0.3101691,5.0625
2.464004799443624e-07,1.6234355,-2.0,0.0065517654,50.0,-0.040798035,7.59375
3.599300116217363e-07,1.6162763,-1.9,0.0017237294,50.0,-0.020676158,7.59375
1.8868504087193215e-07,1.6096807,-1.8,0.0017308414,50.0,-0.026388071,7.59375
2.0928461947935898e-07,1.6082358,-1.85,0.0018850713,50.0,-0.022575881,7.59375
1.7988458376322303e-07,1.6171865,-1.8,0.0045777946,50.0,-0.07453324,7.59375
1.5166615509861199e-06,1.6088247,-1.8,0.0018195164,50.0,-0.021820903,7.59375
1.720851797025101e-07,1.5974689,-1.8,0.0014588716,50.0,-0.020880233,5.0625
2.600501664899838e-07,1.5999422,-2.05,0.0047480925,50.0,-0.04429111,5.0625
6.871076765202683e-07,1.5966992,-1.85,0.002338899,50.0,-0.024421709,5.0625
1.5096794956372963e-07,1.5863843,-1.7,0.0025516965,50.0,-0.021396885,5.0625
9.130907969925905e-08,1.5776324,-1.7,0.003452249,50.0,-0.031980276,5.0625
4.319520093245723e-06,1.5608759,-2.25,0.0029424266,50.0,-0.027385429,5.0625
1.599955459316111e-07,1.5469499,-2.0,0.0034446693,50.0,-0.029462323,5.0625
2.2896012822393338e-07,1.5583887,-1.6,0.015549845,50.0,-0.2098541,7.59375
1.0122909224225698e-06,1.5596194,-1.45,0.0032993662,50.0,-0.019583952,7.59375
6.259976875356258e-07,1.5477886,-1.75,0.0021293734,50.0,-0.024162201,7.59375
5.458145081759507e-06,1.5227275,-2.05,0.0018823342,50.0,-0.027290475,7.59375
3.487689852667646e-07,1.5227752,-1.4,0.0023666536,50.0,-0.027293228,7.59375
1.1933819473130766e-06,1.5244532,-2.0,0.0017054231,50.0,-0.019750306,7.59375
1.4656055527577167e-06,1.5044518,-2.15,0.0025438587,50.0,-0.033217385,7.59375
2.1338652430644392e-07,1.4931841,-1.65,0.0016814232,50.0,-0.02505679,7.59375
1.6801503531694649e-06,1.4841905,-1.8,0.0014347013,50.0,-0.024052018,5.0625
1.1924496221750252e-06,1.4916372,-1.8,0.0038620348,50.0,-0.048991717,5.0625
1.8230709717969845e-06,1.4760013,-1.85,0.0029753684,50.0,-0.023008589,5.0625
9.390429041295398e-07,1.4629407,-1.75,0.0024315908,50.0,-0.03484806,5.0625
6.501815873316565e-07,1.4601994,-1.95,0.0017400921,50.0,-0.019548751,5.0625
9.020501203314342e-07,1.4526715,-2.2,0.0024269014,50.0,-0.03586836,5.0625
4.1350088298086215e-07,1.4588552,-1.35,0.017078944,50.0,-0.3645009,7.59375
8.315208263869542e-07,1.466856,-1.6,0.0032971562,50.0,-0.009457033,7.59375
1.3250107789745946e-07,1.4592185,-1.65,0.0016872318,50.0,-0.016195608,7.59375
1.6264726917815282e-06,1.4450421,-1.55,0.0013138058,50.0,-0.025738398,5.0625
2.2388537643356677e-07,1.4430833,-1.7,0.001962311,50.0,-0.029112311,5.0625
1.6062396950793764e-06,1.4374986,-1.75,0.002008616,50.0,-0.025992963,5.0625
2.3063894482122945e-07,1.4393878,-1.85,0.0017774365,50.0,-0.019791942,5.0625
1.7883058845594922e-07,1.4326205,-1.55,0.0017442994,50.0,-0.023765685,5.0625
2.0178427849448458e-07,1.4195676,-1.75,0.00279982,50.0,-0.034605134,5.0625
8.139654052179306e-08,1.4157119,-1.45,0.0015629964,50.0,-0.024916444,5.0625
9.993704805914833e-07,1.4152713,-1.5,0.0033644582,50.0,-0.031764723,5.0625
7.684338558508407e-08,1.42523,-1.3,0.0017652839,50.0,-0.020969162,5.0625
9.140725352484394e-07,1.4236679,-2.0,0.0034111997,50.0,-0.036051873,5.0625
4.997648754378905e-07,1.4163694,-1.6,0.0022246803,50.0,-0.024648167,5.0625
7.399768203004054e-08,1.413876,-1.45,0.0059505473,50.0,-0.08572668,5.0625
8.171537691493388e-07,1.3922601,-1.75,0.004113897,50.0,-0.03222475,5.0625
9.725964857687815e-08,1.3821635,-1.55,0.002974034,50.0,-0.025055744,5.0625
9.638891831013545e-07,1.3720036,-1.7,0.0025916293,50.0,-0.031726513,5.0625
1.8172201187568416e-07,1.3640728,-1.45,0.0021790701,50.0,-0.030820392,5.0625
1.6450338187299248e-07,1.3560185,-1.8,0.0032549605,50.0,-0.025806379,5.0625
1.5370896264458965e-07,1.3402214,-1.7,0.001395,50.0,-0.018369539,3.375
5.610563908543552e-07,1.3268695,-2.1,0.0050014793,50.0,-0.0278909,3.375
6.007669556563515e-08,1.3290958,-1.4,0.0026728625,50.0,-0.030493464,3.375
6.32745090463439e-08,1.3302312,-1.6,0.008963503,50.0,-0.04977495,5.0625
